t1_name,t1_rank,t1_form_wins,t1_form_losses,t1_h2h_wins,t2_name,t2_rank,t2_form_wins,t2_form_losses,t2_h2h_wins,h2h_ot,t1_score,t2_score,outcome
DBL PONEY,25,2,3,0,AGO,24,1,2,0,0,2,0,1
UDP,0,0,1,0,OneTap,0,1,0,0,0,1,2,0
FTW,132,0,0,0,GTZ Bulls,0,0,0,0,0,2,0,1
HAVU,30,0,2,0,Copenhagen Flames,28,0,2,2,0,2,0,1
SKADE,36,5,2,2,Entropiq,17,5,4,7,2,2,0,1
Villainous,0,0,0,0,UYU,0,0,0,0,0,2,1,1
Durany,192,0,0,0,Boca Juniors,189,0,0,0,0,7,16,0
Bravos,88,4,1,0,9z Academy,0,0,0,0,0,16,7,1
River Plate,172,0,0,0,Aorus Vision,0,0,0,0,0,16,2,1
O PLANO,27,3,1,0,Extra Salt,19,3,0,2,0,0,3,0
Santos,0,0,0,0,New Pampas,0,0,0,0,0,16,13,1
Throw Potential,0,1,0,0,SKUAK,0,1,0,0,0,1,2,0
ENCE,21,1,0,6,Endpoint,32,2,0,1,1,1,2,0
Gambit,1,3,0,14,Natus Vincere,2,3,1,14,3,2,1,1
Horizon Reapers,0,0,1,0,BEE,229,0,1,0,0,2,3,0
OFFSET,115,1,0,0,MAD Lions,81,3,0,0,0,0,2,0
UDP,0,0,0,0,Nexus,134,0,0,0,0,0,2,0
K23,38,2,2,2,Spirit,15,2,1,13,1,1,2,0
MAD Lions,81,2,0,2,eXploit,152,0,0,0,1,2,0,1
FURIA,13,0,1,0,777,71,1,0,0,0,2,0,1
SKUAK,0,0,0,0,Alig.b,0,0,0,0,0,2,0,1
Nordavind,55,1,2,0,DBL PONEY,25,1,3,2,0,0,2,0
Iberian Family,68,0,0,0,UnDeRdOgS,0,0,0,0,0,2,0,1
OneTap,0,0,0,0,GameAgents,162,0,0,0,0,2,0,1
N2E,230,0,0,0,VELOX,222,0,0,0,0,2,0,1
OFFSET,115,0,0,0,Young Ninjas,57,3,2,0,0,2,1,1
Budapest Five,70,2,1,3,SKADE,36,4,2,0,1,1,2,0
Elite,0,0,0,0,Throw Potential,0,0,0,0,0,0,2,0
Renewal,110,2,0,3,Checkmate,138,2,1,4,1,3,0,1
Entropiq,17,5,3,9,forZe,16,1,2,6,2,0,2,0
X13,106,0,0,0,Pryde,0,0,0,0,0,2,1,1
Extra Salt,19,2,0,17,paiN,34,2,1,3,2,2,1,1
Kinship,0,0,0,0,Upswing,0,0,0,0,0,1,2,0
Leviatan,0,0,0,0,Nocturns,0,0,0,0,0,16,8,1
Furious,135,0,0,0,Wygers AR,0,0,0,0,0,16,10,1
Paquetá,76,2,0,8,Bravos,88,3,1,7,4,0,2,0
Party Astronauts,72,2,0,0,O PLANO,27,2,1,2,0,1,2,0
Meta,156,0,1,1,Coscu Army,206,1,0,2,0,16,11,1
Isurus,178,0,0,0,Malvinas,242,0,0,0,0,16,7,1
Natus Vincere,2,2,1,4,Spirit,15,2,0,2,0,2,1,1
ENCE,21,0,0,0,TeamOne,45,0,0,0,0,2,0,1
Good Game,167,1,1,0,1WIN,44,3,3,0,0,1,2,0
Nordavind,55,1,1,3,Entropiq,17,4,3,2,1,0,2,0
EC Kyiv,100,1,0,0,bankaPEPSI,83,1,0,0,0,1,2,0
BEE,229,0,0,0,LINKDOWN,0,0,0,0,0,0,2,0
Anonymo,47,0,0,0,Nemiga,52,1,1,2,0,2,1,1
BIG,9,0,0,0,SKADE,36,3,2,0,0,1,2,0
HAVU,30,0,1,2,MIBR,54,0,0,0,0,1,2,0
Budapest Five,70,1,1,0,Horizon Reapers,0,0,0,0,0,2,0,1
Gambit,1,2,0,12,K23,38,2,1,1,0,2,0,1
NLG,158,0,1,0,DBL PONEY,25,0,3,0,0,0,2,0
Checkmate,138,1,1,2,D13,147,1,1,4,0,2,1,1
Tricked,92,0,1,1,SKADE,36,2,2,2,0,0,2,0
Fiend,23,0,2,1,Young Ninjas,57,3,1,0,0,2,1,1
Entropiq,17,4,2,0,mouz NXT,64,0,0,0,0,0,2,0
Triton,143,0,0,0,Coldest Riders,0,0,0,0,0,2,0,1
GODSENT,51,1,1,2,O PLANO,27,1,1,0,0,1,2,0
FURIA Academy,159,2,1,2,Bravos,88,2,1,4,0,1,2,0
Entropiq,17,3,2,2,DBL PONEY,25,0,2,1,0,2,1,1
Ambush,108,0,1,0,1WIN,44,2,3,0,0,1,2,0
paiN,34,1,1,8,RBG,74,1,1,1,1,2,0,1
Gambit,1,1,0,12,Natus Vincere,2,2,0,13,3,2,1,1
Good Game,167,1,0,0,PACT,109,1,0,0,0,0,2,0
Budapest Five,70,1,0,0,Enterprise,179,1,0,0,0,0,2,0
Sinners,26,0,0,8,AGO,24,1,1,3,0,2,0,1
Nemiga,52,1,0,18,forZe,16,0,2,14,6,0,2,0
Akuma,22,1,2,0,Nordavind,55,1,0,0,0,2,0,1
Fiend,23,0,1,5,SKADE,36,1,2,5,1,1,2,0
FATE,146,0,1,0,ONYX,113,0,1,0,0,2,0,1
Entropiq,17,2,2,2,Virtus.pro,6,1,1,2,0,2,0,1
K23,38,1,1,9,100PG,49,2,2,4,1,2,0,1
Endpoint,32,1,0,0,Copenhagen Flames,28,0,1,0,0,2,0,1
DBL PONEY,25,0,1,0,Lyngby Vikings,40,0,0,0,0,0,2,0
Lynn Vision,94,0,1,6,D13,147,0,1,4,2,0,2,0
SKADE,36,0,2,2,100PG,49,2,1,1,0,2,1,1
Renewal,110,1,0,1,Checkmate,138,1,0,4,1,2,0,1
FURIA Academy,159,2,0,0,Paquetá,76,1,0,1,0,0,2,0
Third Impact,82,0,1,2,RBG,74,0,1,4,0,0,2,0
Triumph,67,0,1,0,O PLANO,27,0,1,0,0,0,2,0
paiN,34,1,0,8,Party Astronauts,72,1,0,0,2,1,2,0
Cruzeiro,0,2,1,0,Bravos,88,1,1,0,0,0,2,0
K23,38,1,0,2,Virtus.pro,6,0,1,6,1,1,2,0
Akuma,22,0,2,2,Ambush,108,0,0,2,0,2,1,1
Extra Salt,19,1,0,2,GODSENT,51,1,0,0,1,2,0,1
777,71,0,0,2,HAVU,30,0,0,2,0,2,1,1
Nordavind,55,0,0,1,1WIN,44,2,2,2,0,2,0,1
forZe,16,0,1,4,Natus Vincere,2,1,0,4,1,0,2,0
bankaPEPSI,83,0,0,8,SKADE,36,0,1,3,1,2,1,1
Entropiq,17,2,1,0,Complexity,14,2,0,0,0,0,2,0
Nemiga,52,0,0,3,Akuma,22,0,1,0,0,2,1,1
Enterprise,179,0,0,0,ONYX,113,0,0,0,0,2,1,1
100PG,49,2,0,0,Spirit,15,1,0,0,0,1,2,0
SAW,29,0,0,8,Endpoint,32,0,0,5,1,0,2,0
Complexity,14,1,0,0,1WIN,44,2,1,0,0,2,1,1
D13,147,0,0,4,Checkmate,138,0,0,0,0,0,2,0
Entropiq,17,1,1,9,AGO,24,1,0,3,1,2,1,1
Lynn Vision,94,0,0,0,Renewal,110,0,0,0,0,0,2,0
INTZ,116,0,1,0,Bravos,88,0,1,0,0,1,2,0
RBG,74,0,0,1,Party Astronauts,72,0,0,9,0,1,2,0
GODSENT,51,0,0,0,O PLANO,27,0,0,0,0,2,0,1
SWS,176,0,1,0,Cruzeiro,0,1,1,0,0,0,2,0
1WIN,44,2,0,4,100PG,49,1,0,6,1,1,2,0
DBL PONEY,25,0,0,0,PACT,109,0,0,0,0,1,2,0
NLG,158,0,0,0,Good Game,167,0,0,0,0,0,2,0
Tricked,92,0,0,0,EC Kyiv,100,0,0,0,0,0,2,0
Extra Salt,19,0,0,0,Triumph,67,0,0,0,0,2,0,1
paiN,34,0,0,3,Third Impact,82,0,0,0,0,2,0,1
Virtus.pro,6,0,0,14,Spirit,15,0,0,13,2,1,2,0
Case,126,1,1,2,Young Ninjas,57,3,1,1,1,0,1,0
MAD Lions,81,1,0,0,Young Ninjas,57,3,0,2,0,16,13,1
forZe,16,0,0,14,Gambit,1,0,0,13,4,0,2,0
FURIA,13,0,0,0,1WIN,44,1,0,0,0,0,2,0
RVNS,0,0,1,0,Case,126,0,1,0,0,6,16,0
FATE,146,0,0,0,Budapest Five,70,0,0,0,0,0,2,0
Young Ninjas,57,2,0,0,Case,126,0,0,2,0,19,15,1
100PG,49,0,0,0,KOVA,79,0,0,0,0,16,11,1
MAD Lions,81,0,0,0,RVNS,0,0,0,0,0,16,3,1
K23,38,0,0,5,Entropiq,17,1,0,3,3,2,0,1
Akuma,22,0,0,2,Natus Vincere,2,0,0,0,0,0,2,0
1WIN,44,0,0,0,Chetz,145,0,0,0,0,19,17,1
Complexity,14,0,0,0,Fiend,23,0,0,0,0,2,0,1
Sangal,46,1,0,4,Young Ninjas,57,1,0,5,2,1,2,0
ORDER,66,0,0,9,Renegades,50,0,0,29,7,1,3,0
SKADE,36,0,0,4,AGO,24,0,0,0,1,0,2,0
Bandits,196,0,0,1,Alke,198,0,0,2,1,0,2,0
Young Ninjas,57,0,0,0,VP.Prodigy,155,0,0,0,0,16,12,1
Entropiq,17,0,0,6,Copenhagen Flames,28,0,0,1,0,2,1,1
Sangal,46,0,0,2,AGF,103,0,0,0,1,16,6,1
Meta,156,0,0,0,Coscu Army,206,0,0,0,0,1,2,0
Mythic,107,0,0,0,Recon 5,105,0,0,0,0,1,2,0
Bravos,88,0,0,3,FURIA Academy,159,1,0,0,0,1,2,0
Paquetá,76,0,0,0,Cruzeiro,0,1,0,0,0,2,0,1
9z,69,0,0,1,Australs,0,0,0,0,0,2,0,1
INTZ,116,0,0,0,Cruzeiro,0,0,0,0,0,0,2,0
FURIA Academy,159,0,0,0,SWS,176,0,0,0,0,2,0,1
Nemiga,52,0,0,1,Natus Vincere,2,0,0,2,2,1,2,0
K23,38,0,0,1,Spirit,15,0,0,11,0,1,2,0
eXploit,152,0,0,0,x6tence,0,0,0,0,0,16,0,1
mouz NXT,64,0,0,0,Spirit Academy,60,0,0,0,0,2,0,1
Fiend,23,0,0,0,EXTREMUM,25,0,0,2,0,2,1,1
x6tence,0,0,0,0,Souldazz,0,0,0,0,0,16,3,1
OFFSET,115,0,0,3,eXploit,152,0,0,7,1,16,6,1
Entropiq,16,0,0,7,100PG,53,0,0,1,0,2,1,1
eXploit,154,0,0,0,Souldazz,0,0,0,0,0,16,8,1
OFFSET,110,0,0,0,x6tence,0,0,0,0,0,16,11,1
Spirit Academy,59,0,0,2,ALTERNATE aTTaX,82,0,0,0,0,16,7,1
Akuma,19,0,0,0,Gambit,1,0,0,6,1,0,2,0
Copenhagen Flames,41,0,0,0,Sharks,70,0,0,0,0,2,0,1
GamerLegion,46,0,0,0,mouz NXT,0,0,0,0,0,8,16,0
Endpoint,26,0,0,0,AGO,37,0,0,4,0,1,2,0
Lyngby Vikings,45,0,0,0,Sharks,70,0,0,0,0,2,0,1
Nordavind,54,0,0,0,Sharks,70,0,0,0,0,13,16,0
Anonymo,39,0,0,2,1WIN,49,0,0,1,1,0,2,0
Lyngby Vikings,45,0,0,2,NAVI Junior,88,0,0,0,0,16,4,1
GODSENT,55,0,0,6,Bad News Bears,57,0,0,4,2,2,0,1
RBG,69,0,0,0,Recon 5,103,0,0,0,0,2,0,1
TeamOne,58,0,0,7,Extra Salt,21,0,0,3,2,3,1,1
Recon 5,103,0,0,0,Bad News Bears,57,0,0,0,0,1,2,0
HAVU,31,0,0,0,Young Ninjas,56,0,0,0,0,2,1,1
Entropiq,16,0,0,1,Spirit,15,0,0,4,0,1,2,0
GODSENT,55,0,0,0,RBG,69,0,0,0,0,2,0,1
Havan Liberty,109,0,0,1,Bravos,94,0,0,0,0,2,0,1
100PG,53,0,0,0,Virtus.pro,5,0,0,0,0,2,1,1
SKADE,28,0,0,3,DBL PONEY,27,0,0,0,0,2,1,1
Sinners,36,0,0,6,AGO,37,0,0,3,0,3,0,1
BLINK,65,0,0,0,Spirit Academy,59,0,0,0,0,2,0,1
BIG,9,0,0,3,FURIA,12,0,0,4,0,2,1,1
Nemiga,51,0,0,6,Gambit,1,0,0,20,2,1,2,0
Spirit Academy,59,0,0,0,cowana,197,0,0,0,0,2,1,1
forZe,17,0,0,2,Akuma,19,0,0,1,0,2,0,1
BLINK,65,0,0,0,IN.GAME,68,0,0,0,0,2,0,1
Entropiq,16,0,0,0,DBL PONEY,27,0,0,0,0,2,1,1
Fiend,23,0,0,6,Endpoint,26,0,0,4,1,2,0,1
Renegades,52,0,0,9,VERTEX,96,0,0,0,0,3,0,1
DETONA,169,0,0,0,Bravos,94,0,0,2,0,1,2,0
Extra Salt,21,0,0,15,paiN,38,0,0,3,2,2,0,1
Paquetá,72,0,0,4,Havan Liberty,109,0,0,4,1,1,2,0
Endpoint,26,0,0,4,SAW,35,0,0,6,0,1,2,0
RBG,69,0,0,1,Triumph,66,0,0,2,0,16,7,1
The Incas,0,0,0,0,Trasko,156,0,0,0,0,2,0,1
Bad News Bears,57,0,0,1,Party Astronauts,71,0,0,0,0,16,13,1
ENCE,22,0,0,0,FURIA,12,0,0,0,0,1,2,0
AGO,37,0,0,2,forZe,17,0,0,1,1,2,1,1
Trasko,156,0,0,1,EC Kyiv,95,0,0,2,0,2,1,1
SKADE,28,0,0,0,Copenhagen Flames,41,0,0,0,0,2,1,1
BIG,9,0,0,2,mousesports,8,0,0,8,0,2,1,1
ex-Marlian,47,0,0,0,The Incas,0,0,0,0,0,1,2,0
Copenhagen Flames,41,0,0,0,DBL PONEY,27,0,0,0,0,0,2,0
Dire Wolves,75,0,0,12,VERTEX,96,0,0,2,0,1,2,0
Vitality,10,0,0,0,1,0,0,0,0,0,2,0,1
Sangal,50,0,0,0,Entropiq,16,0,0,0,0,1,2,0
Triumph,66,0,0,0,paiN,38,0,0,5,1,0,2,0
Bravos,94,0,0,4,Meta,137,0,0,1,1,2,0,1
FURIA Academy,148,0,0,0,DETONA,169,0,0,0,0,1,2,0
FURIA,12,0,0,2,FaZe,29,0,0,3,0,2,1,1
Sangal,50,0,0,0,DBL PONEY,27,0,0,2,0,0,2,0
LDLC,43,0,0,0,forZe,17,0,0,4,0,1,2,0
Fiend,23,0,0,0,777,83,0,0,0,0,1,2,0
Budapest Five,80,0,0,0,PTE PEAC,0,0,0,0,0,3,0,1
FaZe,29,0,0,0,Dignitas,34,0,0,0,0,2,1,1
DBL PONEY,27,0,0,0,Akuma,19,0,0,0,0,2,1,1
Iberian Family,67,0,0,0,Sharks,70,0,0,0,0,0,2,0
ORDER,63,0,0,11,VERTEX,96,0,0,1,0,1,2,0
Copenhagen Flames,41,0,0,1,Fiend,23,0,0,6,0,2,0,1
AGO,37,0,0,0,Budapest Five,80,0,0,0,0,2,0,1
EXTREMUM,25,0,0,0,Lyngby Vikings,45,0,0,0,0,2,1,1
Triumph,66,0,0,6,RBG,69,0,0,0,0,2,1,1
Extra Salt,21,0,0,2,TeamOne,58,0,0,5,2,1,2,0
paiN,38,0,0,4,ChocoCheck,78,0,0,0,0,2,0,1
BIG,9,0,0,1,FURIA,12,0,0,3,0,2,1,1
forZe,17,0,0,2,BLINK,65,0,0,1,1,2,1,1
Entropiq,16,0,0,4,Young Ninjas,56,0,0,2,1,2,0,1
AGO,37,0,0,3,Sinners,36,0,0,4,0,0,2,0
BIG,9,0,0,2,LDLC,43,0,0,1,0,1,2,0
HAVU,31,0,0,0,AGF,108,0,0,0,0,2,0,1
FURIA,12,0,0,0,Dignitas,34,0,0,0,0,2,0,1
Anonymo,39,0,0,0,Iberian Family,67,0,0,0,0,2,0,1
Entropiq,16,0,0,4,Trident,60,0,0,2,0,2,0,1
Fiend,23,0,0,2,Budapest Five,80,0,0,0,0,2,0,1
FaZe,29,0,0,4,BIG,9,0,0,5,1,1,2,0
Young Ninjas,56,0,0,0,Sharks,70,0,0,0,0,0,2,0
ORDER,63,0,0,2,Rooster,90,0,0,0,0,2,0,1
Dire Wolves,75,0,0,7,Renegades,52,0,0,9,2,0,2,0
VERTEX,96,0,0,3,R!OT,162,0,0,0,0,2,0,1
EXTREMUM,25,0,0,0,1WIN,49,0,0,0,0,0,2,0
Galaxy Racer,62,0,0,2,AGO,37,0,0,1,1,1,2,0
ALTERNATE aTTaX,82,0,0,0,Lyngby Vikings,45,0,0,0,0,0,2,0
paiN,38,0,0,2,Extra Salt,21,0,0,13,1,1,2,0
Party Astronauts,71,0,0,0,ChocoCheck,78,0,0,0,0,0,2,0
GGPR,86,0,0,0,RBG,69,0,0,0,0,0,2,0
Triumph,66,0,0,0,TeamOne,58,0,0,0,0,0,2,0
Havan Liberty,109,0,0,2,KG Network,141,0,0,1,1,2,1,1
NIP,6,0,0,5,mousesports,8,0,0,4,1,1,2,0
forZe,17,0,0,0,AGO,37,0,0,0,0,1,2,0
Paquetá,72,0,0,4,INTZ,113,0,0,0,0,2,0,1
GamerLegion,46,0,0,0,LDLC,43,0,0,2,0,1,2,0
BIG,9,0,0,0,Sinners,36,0,0,0,0,1,2,0
Sangal,50,0,0,0,BLINK,65,0,0,0,0,0,2,0
Copenhagen Flames,41,0,0,2,Anonymo,39,0,0,0,0,2,1,1
Endpoint,26,0,0,2,Fiend,23,0,0,6,0,2,0,1
MIBR,48,0,0,0,mousesports,8,0,0,0,0,0,2,0
EXTREMUM,25,0,0,0,Sharks,70,0,0,0,0,2,1,1
Lyngby Vikings,45,0,0,2,Iberian Family,67,0,0,0,1,0,2,0
HYENAS,40,0,0,8,Sangal,50,0,0,0,0,0,1,0
R!OT,162,0,0,0,Chiefs,128,0,0,0,0,2,1,1
Renegades,52,0,0,27,ORDER,63,0,0,9,6,2,0,1
Rooster,90,0,0,2,Paradox,102,0,0,4,0,2,1,1
Dire Wolves,75,0,0,10,VERTEX,96,0,0,2,0,2,0,1
ALTERNATE aTTaX,82,0,0,2,1WIN,49,0,0,0,0,0,2,0
Galaxy Racer,62,0,0,2,Budapest Five,80,0,0,0,0,0,2,0
AGO,37,0,0,0,MIBR,48,0,0,0,0,2,0,1
Party Astronauts,71,0,0,0,Triumph,66,0,0,0,0,1,2,0
Extra Salt,21,0,0,2,RBG,69,0,0,0,0,2,1,1
ChocoCheck,78,0,0,0,TeamOne,58,0,0,0,0,0,2,0
paiN,38,0,0,0,GGPR,86,0,0,0,0,2,0,1
NIP,6,0,0,2,ENCE,22,0,0,1,0,1,2,0
Young Ninjas,56,0,0,0,HYENAS,40,0,0,0,0,1,0,1
EXTREMUM,25,0,0,0,Anonymo,39,0,0,0,0,1,2,0
LDLC,43,0,0,2,AGO,37,0,0,1,0,1,2,0
BIG,9,0,0,0,Sangal,50,0,0,0,0,2,1,1
BLINK,65,0,0,2,Sinners,36,0,0,1,1,0,2,0
forZe,17,0,0,3,GamerLegion,46,0,0,0,0,2,0,1
1WIN,49,0,0,0,Copenhagen Flames,41,0,0,0,0,0,2,0
ENCE,22,0,0,2,mousesports,8,0,0,1,0,2,0,1
Endpoint,26,0,0,0,Sharks,70,0,0,0,0,2,1,1
NIP,6,0,0,0,MIBR,48,0,0,0,0,2,1,1
Iberian Family,67,0,0,0,Fiend,23,0,0,2,0,0,2,0
AGO,37,0,0,2,ALTERNATE aTTaX,82,0,0,1,1,1,2,0
Young Ninjas,56,0,0,1,Budapest Five,80,0,0,2,0,1,2,0
Dire Wolves,75,0,0,3,Rooster,90,0,0,2,0,2,1,1
Paradox,102,0,0,11,VERTEX,96,0,0,10,5,0,2,0
Renegades,52,0,0,0,Chiefs,128,0,0,0,0,2,0,1
ORDER,63,0,0,3,R!OT,162,0,0,0,0,2,0,1
Lyngby Vikings,45,0,0,0,MIBR,48,0,0,0,0,2,1,1
Galaxy Racer,62,0,0,1,HYENAS,40,0,0,2,1,1,0,1
ALTERNATE aTTaX,99,0,0,0,Copenhagen Flames,41,0,0,0,0,1,2,0
EXTREMUM,25,0,0,0,Budapest Five,80,0,0,0,0,2,0,1
KHAN,0,0,0,0,K23,36,0,0,0,0,0,2,0
MIBR,45,0,0,0,Iberian Family,83,0,0,0,0,0,2,0
Sharks,69,0,0,0,Galaxy Racer,68,0,0,0,0,2,1,1
Endpoint,30,0,0,0,HYENAS,48,0,0,4,1,1,0,1
Young Ninjas,53,0,0,1,Anonymo,35,0,0,3,0,0,2,0
Fiend,22,0,0,2,Lyngby Vikings,49,0,0,0,0,2,1,1
AGO,37,0,0,0,1WIN,46,0,0,0,0,1,2,0
X13,125,0,0,0,Third Impact,84,0,0,0,0,1,2,0
ENCE,27,0,0,4,Endpoint,30,0,0,0,1,2,1,1
OFFSET,113,0,0,3,SAW,40,0,0,6,2,1,2,0
Gambit,1,0,0,10,Natus Vincere,2,0,0,13,3,2,0,1
K23,36,0,0,8,100PG,51,0,0,2,1,1,2,0
4glory,171,0,0,0,Good Game,0,0,0,0,0,1,2,0
GAIJIN,136,0,0,2,Red Instinct,197,0,0,1,0,2,0,1
ONYX,120,0,0,0,PORTUGAL,0,0,0,0,0,2,0,1
Sinners,34,0,0,5,Entropiq Prague,127,0,0,2,0,3,1,1
Fiend,22,0,0,4,Copenhagen Flames,41,0,0,0,0,2,1,1
Natus Vincere,2,0,0,14,G2,4,0,0,7,2,2,1,1
Galaxy Racer,68,0,0,6,SJ,176,0,0,1,1,2,0,1
Good Game,0,0,0,0,PORTUGAL,0,0,0,0,0,0,2,0
Nemiga,55,0,0,0,KHAN,0,0,0,0,0,2,0,1
ENCE,27,0,0,2,HYENAS,48,0,0,0,0,2,0,1
Renewal,168,0,0,5,NKT,206,0,0,3,1,2,1,1
Enterprise,190,0,0,0,Sampi,215,0,0,0,0,1,2,0
ONYX,120,0,0,2,4glory,171,0,0,1,0,2,0,1
HYENAS,48,0,0,0,K23,36,0,0,0,0,2,0,1
GGPR,81,0,0,0,Third Impact,84,0,0,0,0,0,2,0
Triumph,79,0,0,0,X13,125,0,0,0,0,2,0,1
Mythic,146,0,0,0,Third Impact,84,0,0,2,0,1,2,0
Counter Nature,163,0,0,0,GGPR,81,0,0,0,0,0,2,0
NIP,11,0,0,5,G2,4,0,0,6,2,1,2,0
Entropiq,16,0,0,2,Nordavind,60,0,0,1,0,0,2,0
EC Kyiv,108,0,0,7,100PG,51,0,0,4,2,0,2,0
forZe,17,0,0,12,K23,36,0,0,6,4,2,0,1
Lin4evateli,0,0,0,0,Sestri,0,0,0,0,0,2,0,1
Young Ninjas,53,0,0,3,Sangal,54,0,0,3,2,2,1,1
KHAN,0,0,0,2,ex-Marlian,44,0,0,1,0,2,1,1
Entropiq,16,0,0,8,Nemiga,55,0,0,4,2,2,1,1
Gambit,1,0,0,8,Natus Vincere,2,0,0,12,3,2,1,1
Checkmate,165,0,0,1,NKT,206,0,0,4,0,2,0,1
HZ,204,0,0,0,Renewal,168,0,0,4,0,0,2,0
Sampi,215,0,0,0,Entropiq Prague,127,0,0,2,0,0,2,0
ENCE,27,0,0,2,K23,36,0,0,1,0,2,0,1
Tricked,73,0,0,5,Sangal,54,0,0,2,0,0,2,0
NKT,206,0,0,1,Renewal,168,0,0,4,0,2,1,1
Sinners,34,0,0,0,Enterprise,190,0,0,0,0,2,0,1
HZ,204,0,0,4,Checkmate,165,0,0,5,1,1,2,0
EC Brugge,104,0,0,4,Sangal,54,0,0,1,1,0,2,0
ex-Marlian,44,0,0,0,EC Kyiv,108,0,0,0,0,2,1,1
Entropiq,16,0,0,1,HYENAS,48,0,0,4,1,0,1,0
Triton,92,0,0,0,GGPR,81,0,0,0,0,0,2,0
Third Impact,84,0,0,0,ChocoCheck,78,0,0,0,0,1,0,1
Counter Nature,163,0,0,0,X13,125,0,0,2,1,1,2,0
Triumph,79,0,0,0,Mythic,146,0,0,0,0,2,0,1
K23,36,0,0,6,100PG,51,0,0,1,0,2,1,1
SAW,40,0,0,0,DBL PONEY,24,0,0,0,0,2,0,1
G2,4,0,0,0,Complexity,14,0,0,4,1,2,1,1
forZe,17,0,0,2,EC Kyiv,108,0,0,0,0,2,0,1
1WIN,46,0,0,0,Anonymo,35,0,0,0,0,1,2,0
SKADE,23,0,0,0,777,107,0,0,0,0,0,2,0
Nemiga,55,0,0,0,ex-Marlian,44,0,0,0,0,2,0,1
Lyngby Vikings,49,0,0,4,HYENAS,48,0,0,1,0,0,2,0
Entropiq,16,0,0,0,KHAN,0,0,0,0,0,2,0,1
NIP,11,0,0,7,BIG,9,0,0,6,3,2,0,1
DBL PONEY,24,0,0,3,Tricked,73,0,0,0,0,2,0,1
Apeks,56,0,0,0,Iberian Family,83,0,0,0,0,1,2,0
Sangal,54,0,0,3,Tricked,73,0,0,6,0,14,16,0
EC Kyiv,108,0,0,0,Sestri,0,0,0,0,0,2,0,1
Entropiq,16,0,0,3,Dignitas,32,0,0,2,0,2,0,1
DBL PONEY,24,0,0,2,EC Brugge,104,0,0,1,0,16,9,1
TheDice,152,0,0,0,ex-Marlian,44,0,0,0,0,0,2,0
Budapest Five,80,0,0,0,HYENAS,48,0,0,0,0,0,2,0
Third Impact,84,0,0,2,Counter Nature,163,0,0,0,0,0,2,0
ChocoCheck,78,0,0,0,X13,125,0,0,0,0,0,2,0
Mythic,146,0,0,0,GGPR,81,0,0,0,0,2,1,1
Triumph,79,0,0,0,Triton,92,0,0,0,0,2,0,1
HAVU,28,0,0,0,Lyngby Vikings,49,0,0,0,0,2,1,1
SAW,40,0,0,0,eXploit,147,0,0,0,0,2,0,1
Entropiq Prague,127,0,0,0,Brute,0,0,0,0,0,2,0,1
BIG,9,0,0,2,Natus Vincere,2,0,0,2,2,0,2,0
Tricked,73,0,0,6,AGF,110,0,0,0,1,1,2,0
Gambit,1,0,0,6,Complexity,14,0,0,5,1,2,0,1
Enterprise,190,0,0,2,eSuba,148,0,0,0,0,2,1,1
1WIN,46,0,0,0,Galaxy Racer,68,0,0,0,0,1,2,0
Lyngby Vikings,49,0,0,0,Anonymo,35,0,0,0,0,2,1,1
Dignitas,32,0,0,4,K23,36,0,0,4,1,1,2,0
Budapest Five,80,0,0,0,Trident,62,0,0,0,0,0,2,0
G2,4,0,0,12,FaZe,33,0,0,6,4,2,1,1
Iberian Family,83,0,0,0,Ambush,117,0,0,0,0,2,1,1
SKADE,23,0,0,2,Trident,62,0,0,0,0,1,2,0
ENCE,27,0,0,0,HYENAS,48,0,0,0,0,2,0,1
Budapest Five,80,0,0,1,Copenhagen Flames,41,0,0,2,1,0,2,0
HONORIS,96,0,0,0,HYENAS,48,0,0,0,0,1,2,0
Apeks,56,0,0,0,FTW,134,0,0,0,0,2,0,1
QcClan,227,0,0,0,Big Chillin,158,0,0,0,0,1,2,0
Third Impact,84,0,0,2,CENSRD,166,0,0,1,0,1,2,0
Mythic,146,0,0,0,CRONEM,0,0,0,0,0,2,0,1
Triumph,79,0,0,0,Secret Club,86,0,0,0,0,2,0,1
paiN,39,0,0,6,Party Astronauts,67,0,0,0,2,2,0,1
ChocoCheck,78,0,0,0,Recon 5,112,0,0,0,0,2,0,1
Evil Geniuses,21,0,0,0,NIP,11,0,0,2,1,0,2,0
Sprout,29,0,0,3,GamerLegion,47,0,0,2,0,1,2,0
AGO,37,0,0,2,Anonymo,35,0,0,4,1,2,1,1
SAW,40,0,0,2,Wisla Krakow,43,0,0,5,0,1,2,0
ALTERNATE aTTaX,99,0,0,0,forZe,17,0,0,0,0,1,2,0
OFFSET,113,0,0,0,N2E,252,0,0,0,0,2,0,1
Sangal,54,0,0,1,Endpoint,30,0,0,7,1,0,2,0
Budapest Five,80,0,0,0,Ambush,117,0,0,0,0,2,0,1
Natus Vincere,2,0,0,10,FaZe,33,0,0,5,1,2,1,1
Fiend,22,0,0,2,Copenhagen Flames,41,0,0,0,0,2,0,1
Sinners,34,0,0,0,Lyngby Vikings,49,0,0,0,0,0,2,0
Budapest Five,80,0,0,0,Copenhagen Flames,41,0,0,0,0,1,2,0
Apeks,56,0,0,0,Galaxy Racer,68,0,0,0,0,0,2,0
